@N: MF284 |Setting synthesis effort to medium for the design
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_pc[1] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[1] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[2] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[3] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[4] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[5] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[6] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[12] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[13] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[14] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[15] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[16] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[17] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[18] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance wb_reg_inst[19] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[1] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[2] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[3] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[4] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[5] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance mem_reg_inst[6] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[1] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[2] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[3] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[4] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[5] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_inst[6] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: MF179 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_breakpoint_unit.v":211:18:211:33|Found 32 by 32 bit equality operator ('==') _T_131 (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_BREAKPOINT_UNIT(verilog))
@N: MF179 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_breakpoint_unit.v":247:18:247:34|Found 32 by 32 bit equality operator ('==') _T_186 (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_BREAKPOINT_UNIT(verilog))
@N: MF179 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_breakpoint_unit.v":258:18:258:34|Found 32 by 32 bit equality operator ('==') _T_252 (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_BREAKPOINT_UNIT(verilog))
@N: MF179 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_breakpoint_unit.v":201:17:201:31|Found 32 by 32 bit equality operator ('==') _T_65 (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_BREAKPOINT_UNIT(verilog))
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_mul_div.v":405:2:405:7|Found counter in view:work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_MUL_DIV(verilog) instance count[5:0] 
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_source[5:0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB_CONVERTER(verilog)) is 2 words by 6 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_opcode[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB_CONVERTER(verilog)) is 2 words by 1 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_data[31:0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB_CONVERTER(verilog)) is 2 words by 32 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_error (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB_CONVERTER(verilog)) is 2 words by 1 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_source[5:0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB(verilog)) is 2 words by 6 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_opcode[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB(verilog)) is 2 words by 1 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_data[31:0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB(verilog)) is 2 words by 32 bits.
@N: MF135 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_queue_16.v":306:2:306:7|RAM MIV_RV32IMA_L1_AHB_QUEUE.ram_error (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLTO_AHB(verilog)) is 2 words by 1 bits.
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlerror_error.v":401:2:401:7|Found counter in view:work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLERROR_ERROR(verilog) instance _T_136[9:0] 
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlerror_error.v":401:2:401:7|Found counter in view:work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_TLERROR_ERROR(verilog) instance _T_191[9:0] 
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\pf_sram_0\coreahblsram_pf_0\rtl\vlog\core\coreahblsram_ahblsramif.v":282:0:282:5|Found counter in view:work.PF_SRAM_0_COREAHBLSRAM_PF_0_CoreAHBLSRAM_AHBLSramIf_Z11(verilog) instance count[4:0] 
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\actel\directcore\coretimer\2.0.103\rtl\vlog\core\coretimer.v":262:4:262:9|Found counter in view:CORETIMER_LIB.CoreTimer_32s_1s_19s_0s(verilog) instance Count[31:0] 
@N: MO231 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\actel\directcore\coretimer\2.0.103\rtl\vlog\core\coretimer.v":211:4:211:9|Found counter in view:CORETIMER_LIB.CoreTimer_32s_1s_19s_0s(verilog) instance PreScale[9:0] 
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlatomic_automata_periphery_bus_slave_tlfragmenter.v":1196:2:1196:7|Removing sequential instance PeripheryBus_slave_TLFragmenter_TLAtomicAutomata._T_232_0_bits_address[27] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_PERIPHERY_BUS_PBUS(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlatomic_automata_periphery_bus_slave_tlfragmenter.v":1196:2:1196:7|Removing sequential instance PeripheryBus_slave_TLFragmenter_TLAtomicAutomata._T_232_0_bits_address[28] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_PERIPHERY_BUS_PBUS(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlatomic_automata_periphery_bus_slave_tlfragmenter.v":1196:2:1196:7|Removing sequential instance PeripheryBus_slave_TLFragmenter_TLAtomicAutomata._T_232_0_bits_address[29] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_PERIPHERY_BUS_PBUS(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_tlatomic_automata_periphery_bus_slave_tlfragmenter.v":1196:2:1196:7|Removing sequential instance PeripheryBus_slave_TLFragmenter_TLAtomicAutomata._T_239_0_error (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_PERIPHERY_BUS_PBUS(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_dcache_dcache_ecc.v":2954:2:2954:7|Removing sequential instance s2_probe (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DCACHE_DCACHE_0s(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_dcache_dcache_ecc.v":2954:2:2954:7|Removing sequential instance s2_probe_way (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_DCACHE_DCACHE_0s(verilog)) because it does not drive other instances.
@N: BN362 :"c:\github-lsram-12.3\future-avalanche-board\libero_projects\miv_ahb_pf_avalanche_es\component\work\miv_rv32ima_l1_ahb_0\miv_rv32ima_l1_ahb_0_0\core\miv_rv32ima_l1_ahb_rocket_ecc.v":2843:2:2843:7|Removing sequential instance ex_reg_pc[0] (in view: work.MiV_RV32IMA_L1_AHB_0_MiV_RV32IMA_L1_AHB_0_0_MIV_RV32IMA_L1_AHB_ROCKET(verilog)) because it does not drive other instances.
